STORE_NBR,NCPDP_PROVIDER_ID,DISTRICT_NBR,REGION_NBR,OPERATION_NBR,STORE_TYPE,STORE_TYPE_DESC,RETAIL_CLINIC_IND,ADDRESS_LINE_1,ADDRESS_LINE_2,CITY,STATE_ABBV,ZIP_CODE_5,COUNTY,OPEN_24_HOURS,LATITUDE,LONGITUDE
3308,3664073,140,13,3,1,Regular,N,4265 STATE RD,N/A,CLEVELAND,OH,44109,CUYAHOGA,N,41.43820476,-81.70655802
3310,3660087,277,13,3,1,Regular,N,16803 LORAIN AVE,N/A,CLEVELAND,OH,44111,CUYAHOGA,Y,41.449799,-81.815599
3312,3659894,140,13,3,1,Regular,N,22401 LAKE SHORE BLVD,N/A,EUCLID,OH,44123,CUYAHOGA,Y,41.61092476,-81.52593936
3313,3659868,140,13,3,1,Regular,N,5264 LEE RD,N/A,MAPLE HEIGHTS,OH,44137,CUYAHOGA,N,41.416699,-81.565899
3314,3661724,277,13,3,1,Regular,N,5400 PEARL RD,N/A,PARMA,OH,44129,CUYAHOGA,Y,41.414399,-81.733999
3316,1077064,175,6,2,1,Regular,N,2700 W FLAGLER ST,N/A,MIAMI,FL,33135,MIAMI-DADE,Y,25.771863,-80.239653
3317,1091507,175,6,2,1,Regular,Y,4200 SW 8TH ST,N/A,CORAL GABLES,FL,33134,MIAMI-DADE,Y,25.76419891,-80.26367811
3318,1048380,23,6,2,1,Regular,Y,11690 SW 72ND ST,N/A,MIAMI,FL,33173,MIAMI-DADE,Y,25.70010676,-80.38186941
3320,1422601,246,4,4,1,Regular,N,61 S US HIGHWAY 12,N/A,FOX LAKE,IL,60020,LAKE,N,42.3927743,-88.18264949
3321,1477214,222,10,4,1,Regular,N,5874 S ARCHER AVE,N/A,CHICAGO,IL,60638,COOK,N,41.79608859,-87.76174396
3322,1403170,292,4,4,1,Regular,N,2323 CHARLES ST,N/A,ROCKFORD,IL,61104,WINNEBAGO,Y,42.26013056,-89.05820646
3323,2517932,111,27,4,1,Regular,Y,1501 GOODMAN RD W,N/A,HORN LAKE,MS,38637,DESOTO,Y,34.961799,-90.017399
3324,4536112,11,1,2,1,Regular,N,2103 ELDRIDGE RD,N/A,SUGAR LAND,TX,77478,FORT BEND,N,29.65128984,-95.61955226
3326,3660241,140,13,3,1,Regular,N,4365 MAYFIELD RD,N/A,SOUTH EUCLID,OH,44121,CUYAHOGA,N,41.52058691,-81.52292544
3328,4598679,20,1,2,1,Regular,N,12850 MEMORIAL DR,N/A,HOUSTON,TX,77024,HARRIS,N,29.77312002,-95.5588609
3329,5114727,268,12,4,1,Regular,N,4641 VERONA RD,N/A,MADISON,WI,53711,DANE,N,43.03331278,-89.45532848
3330,576592,210,22,1,1,Regular,N,1640 R ST,N/A,MERCED,CA,95340,MERCED,N,37.30378508,-120.4919654
3331,1082534,22,6,2,1,Regular,N,1001 N DIXIE HWY,N/A,LAKE WORTH,FL,33460,PALM BEACH,N,26.62784949,-80.0572853
3332,1003172,53,3,2,1,Regular,N,3601 BEE RIDGE RD,N/A,SARASOTA,FL,34233,SARASOTA,Y,27.29960377,-82.4970538
3334,1075589,22,6,2,1,Regular,N,1255 PALM BEACH LAKES BLVD,N/A,WEST PALM BEACH,FL,33401,PALM BEACH,N,26.72516401,-80.06605693
3337,2236075,128,8,3,1,Regular,N,135 BROADWAY,N/A,LAWRENCE,MA,1840,ESSEX,N,42.70650342,-71.16892164
3338,2629371,136,20,4,1,Regular,N,1 S KINGSHIGHWAY ST,N/A,CAPE GIRARDEAU,MO,63703,CAPE GIRARDEAU,Y,37.3065776,-89.55201135
3341,4554362,235,24,2,1,Regular,N,5600 S 1ST ST,N/A,AUSTIN,TX,78745,TRAVIS,Y,30.20803821,-97.78234267
3342,4592879,235,24,2,1,Regular,N,710 N BELL BLVD,N/A,CEDAR PARK,TX,78613,WILLIAMSON,Y,30.5182545,-97.82759519
3343,5114739,47,12,4,1,Regular,N,7810 MINERAL POINT RD,N/A,MADISON,WI,53717,DANE,Y,43.06134622,-89.51798905
3344,539760,126,11,1,1,Regular,N,4170 EL CAMINO REAL,N/A,PALO ALTO,CA,94306,SANTA CLARA,N,37.41116389,-122.1249629
3345,4105599,154,8,3,1,Regular,N,2399 WARWICK AVE,N/A,WARWICK,RI,2889,KENT,N,41.71181982,-71.39943533
3346,513906,126,11,1,1,Regular,N,399 EL CAMINO REAL,N/A,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,Y,37.64532867,-122.4277977
3349,2356295,37,7,3,1,Regular,N,510 N BEACON BLVD,N/A,GRAND HAVEN,MI,49417,OTTAWA,Y,43.06735061,-86.21922577
3351,1079563,198,3,2,1,Regular,N,6818 N ARMENIA AVE,N/A,TAMPA,FL,33604,HILLSBOROUGH,N,28.01028956,-82.48472753
3352,1523631,59,10,4,1,Regular,N,6905 KENNEDY AVE,N/A,HAMMOND,IN,46323,LAKE,Y,41.58789425,-87.46098693
3353,4421260,127,27,4,1,Regular,N,2514 E MAGNOLIA AVE,N/A,KNOXVILLE,TN,37914,KNOX,N,35.985099,-83.895899
3354,4504076,165,1,2,1,Regular,N,1106 CULEBRA RD,N/A,SAN ANTONIO,TX,78201,BEXAR,N,29.444399,-98.525099
3355,1073282,53,3,2,1,Regular,N,6 DEL PRADO BLVD N,N/A,CAPE CORAL,FL,33909,LEE,N,26.65219799,-81.94130925
3356,1043188,119,3,2,1,Regular,N,15601 SAN CARLOS BLVD,N/A,FORT MYERS,FL,33908,LEE,Y,26.51565553,-81.94346395
3357,1076567,116,28,2,1,Regular,N,7224 MERRILL RD,N/A,JACKSONVILLE,FL,32277,DUVAL,N,30.35157092,-81.57705749
3358,511647,57,11,1,1,Regular,N,1301 FRANKLIN ST,N/A,SAN FRANCISCO,CA,94109,SAN FRANCISCO,N,37.786521,-122.423482
3359,711867,263,16,3,1,Regular,N,1606 BARNUM AVE,N/A,STRATFORD,CT,6614,FAIRFIELD,Y,41.19530162,-73.14206029
3360,509375,313,17,1,1,Regular,N,4100 WHITE LN,N/A,BAKERSFIELD,CA,93309,KERN,N,35.31810799,-119.048555
3363,1531501,135,25,4,1,Regular,N,1505 E 86TH ST,N/A,INDIANAPOLIS,IN,46240,MARION,Y,39.91204218,-86.13351219
3364,2352932,300,25,4,1,Regular,N,907 S 11TH ST,N/A,NILES,MI,49120,BERRIEN,Y,41.819299,-86.247099
3365,4428985,179,27,4,1,Regular,Y,198 E MAIN ST,N/A,HENDERSONVILLE,TN,37075,SUMNER,Y,36.308099,-86.605699
3366,3206681,130,26,1,1,Regular,N,3400 COORS BLVD NW,N/A,ALBUQUERQUE,NM,87120,BERNALILLO,Y,35.12171437,-106.7007203
3367,3208837,44,26,1,1,Regular,N,8011 HARPER DR NE,N/A,ALBUQUERQUE,NM,87111,BERNALILLO,N,35.15937999,-106.5586123
3368,4593756,18,1,2,1,Regular,N,1581 AUSTIN HWY,N/A,SAN ANTONIO,TX,78218,BEXAR,N,29.49544959,-98.430827
3369,4553598,10,1,2,1,Regular,N,6926 ANTOINE DR,N/A,HOUSTON,TX,77091,HARRIS,N,29.862799,-95.472899
3370,4592336,20,1,2,1,Regular,N,13714 STATE HIGHWAY 249,N/A,HOUSTON,TX,77086,HARRIS,N,29.920999,-95.495099
3371,1000354,156,6,2,1,Regular,N,7910 NW 27TH AVE,N/A,MIAMI,FL,33147,MIAMI-DADE,Y,25.84628333,-80.24204879
3373,1900124,259,19,2,1,Regular,N,2000 GERTSNER MEMORIAL DR,N/A,LAKE CHARLES,LA,70601,CALCASIEU,N,30.212399,-93.180299
3374,1074309,284,3,2,1,Regular,N,100 E MAGNOLIA DR,N/A,TALLAHASSEE,FL,32301,LEON,N,30.420399,-84.281399
3377,320921,188,5,1,1,Regular,N,1900 S 6TH AVE,N/A,TUCSON,AZ,85713,PIMA,N,32.19915202,-110.9690146
3378,554318,56,11,1,1,Regular,N,1376 KOOSER RD,N/A,SAN JOSE,CA,95118,SANTA CLARA,N,37.24571685,-121.8897018
3379,3136771,252,29,3,1,Regular,N,61 FERRY ST,N/A,NEWARK,NJ,7105,ESSEX,N,40.732199,-74.163799
3380,547200,56,11,1,1,Regular,N,1306 S MARY AVE,N/A,SUNNYVALE,CA,94087,SANTA CLARA,N,37.35157719,-122.0501408
3382,1041603,186,28,2,1,Regular,Y,3604 BLANDING BLVD,N/A,JACKSONVILLE,FL,32210,DUVAL,Y,30.26995357,-81.73677857
3383,539695,57,11,1,1,Regular,N,141 KEARNY ST,N/A,SAN FRANCISCO,CA,94108,SAN FRANCISCO,N,37.789599,-122.402599
3385,321149,255,5,1,1,Regular,N,5421 W THUNDERBIRD RD,N/A,GLENDALE,AZ,85306,MARICOPA,N,33.61040611,-112.1763807
3387,321074,115,5,1,1,Regular,N,10705 W INDIAN SCHOOL RD,N/A,AVONDALE,AZ,85392,MARICOPA,Y,33.49296091,-112.2909149
3388,4429177,127,27,4,1,Regular,Y,225 N HALL RD,N/A,ALCOA,TN,37701,BLOUNT,Y,35.76786337,-83.97500802
3389,1074311,170,28,2,1,Regular,N,3529 E SILVER SPRINGS BLVD,N/A,OCALA,FL,34470,MARION,N,29.19772575,-82.08754399
3390,1003994,170,28,2,1,Regular,N,2010 SW COLLEGE RD,N/A,OCALA,FL,34471,MARION,N,29.17323286,-82.15896078
3391,1003918,170,28,2,1,Regular,N,807 E SILVER SPRINGS BLVD,N/A,OCALA,FL,34470,MARION,Y,29.18748821,-82.12918633
3392,5114234,250,12,4,1,Regular,N,500 S COMMERCIAL ST,N/A,NEENAH,WI,54956,WINNEBAGO,N,44.18195268,-88.46414246
3393,5114854,47,12,4,1,Regular,N,108 COTTAGE GROVE RD,N/A,MADISON,WI,53716,DANE,N,43.08425857,-89.32461398
3394,5122205,131,12,4,1,Regular,N,9100 W BELOIT RD,N/A,MILWAUKEE,WI,53227,MILWAUKEE,N,42.987799,-88.026199
3395,1466083,222,10,4,1,Regular,Y,3401 W ROOSEVELT RD,N/A,CHICAGO,IL,60624,COOK,N,41.86597108,-87.7115222
3396,1401873,203,10,4,1,Regular,N,12625 WESTERN AVE,N/A,BLUE ISLAND,IL,60406,COOK,N,41.66336524,-87.67980143
3397,320793,151,50,N/A,4,Mail Service Pharmacy,N,8350 S RIVER PKWY,N/A,TEMPE,AZ,85284,MARICOPA,N,33.33942188,-111.8993638
3398,1073749,170,28,2,1,Regular,N,5501 S KIRKMAN RD,N/A,ORLANDO,FL,32819,ORANGE,Y,28.481899,-81.457099
3399,1926243,32,19,2,1,Regular,N,7620 JEFFERSON HWY,N/A,BATON ROUGE,LA,70809,EAST BATON ROUGE,N,30.43024268,-91.10939678
3400,4557332,242,1,2,1,Regular,N,9150 S DAIRY ASHFORD ST,N/A,HOUSTON,TX,77099,HARRIS,N,29.678473,-95.602977
3401,4423113,179,27,4,1,Regular,Y,518 DONELSON PIKE,N/A,NASHVILLE,TN,37214,DAVIDSON,Y,36.148199,-86.666699
3402,1000809,21,6,2,1,Regular,Y,18310 PINES BLVD,N/A,PEMBROKE PINES,FL,33029,BROWARD,N,26.00713442,-80.38967073
3405,1466350,203,10,4,1,Regular,N,400 S MAIN ST,STE 1,NAPERVILLE,IL,60540,DUPAGE,N,41.77016198,-88.14945156
3406,1466285,246,4,4,1,Regular,N,100 N RANDALL RD,N/A,LAKE IN THE HILLS,IL,60156,MCHENRY,Y,42.176399,-88.335799
3407,4557356,242,1,2,1,Regular,N,12550 WESTHEIMER RD,N/A,HOUSTON,TX,77077,HARRIS,N,29.736443,-95.604552
3410,1502358,123,25,4,1,Regular,N,222 E PETTIT AVE,N/A,FORT WAYNE,IN,46806,ALLEN,N,41.03846681,-85.13293107
3411,418625,196,14,1,1,Regular,N,3631 CENTRAL AVE,N/A,HOT SPRINGS,AR,71913,GARLAND,Y,34.46635547,-93.05931349
3412,418764,196,14,1,1,Regular,N,5917 BASELINE RD,N/A,LITTLE ROCK,AR,72209,PULASKI,N,34.66867116,-92.34331863
3413,418803,196,14,1,1,Regular,N,5525 W 12TH ST,N/A,LITTLE ROCK,AR,72204,PULASKI,N,34.74081183,-92.33500226
3416,418790,367,14,1,1,Regular,N,4823 JOHN F KENNEDY BLVD,N/A,NORTH LITTLE ROCK,AR,72116,PULASKI,Y,34.79988289,-92.25569493
3419,4593768,11,1,2,1,Regular,N,4790 LEXINGTON BLVD,N/A,MISSOURI CITY,TX,77459,FORT BEND,N,29.601453,-95.581506
3420,4557231,25,1,2,1,Regular,N,308 SEAWALL BLVD,N/A,GALVESTON,TX,77550,GALVESTON,N,29.30780969,-94.77047848
3423,2421383,315,21,4,1,Regular,N,1911 S FERRY ST,N/A,ANOKA,MN,55303,ANOKA,N,45.19852995,-93.39337629
3424,4557419,10,1,2,1,Regular,N,23110 ALDINE WESTFIELD RD,N/A,SPRING,TX,77373,HARRIS,N,30.048019,-95.386091
3425,418613,196,14,1,1,Regular,N,159 E GRAND AVE,N/A,HOT SPRINGS,AR,71901,GARLAND,N,34.50413293,-93.04837379
3426,2353908,37,7,3,1,Regular,N,3610 PLAINFIELD AVE NE,N/A,GRAND RAPIDS,MI,49525,KENT,Y,43.028999,-85.631399
3427,321303,255,5,1,1,Regular,N,7448 W THUNDERBIRD RD,N/A,PEORIA,AZ,85381,MARICOPA,N,33.61101643,-112.219391
3428,1076214,100,3,2,1,Regular,N,6735 CENTRAL AVE,N/A,ST PETERSBURG,FL,33710,PINELLAS,Y,27.77151092,-82.73048569
3429,1074448,100,3,2,1,Regular,N,13705 PARK BLVD,N/A,SEMINOLE,FL,33776,PINELLAS,N,27.84422051,-82.82855477
3430,1003007,284,3,2,1,Regular,N,2349 N MONROE ST,N/A,TALLAHASSEE,FL,32303,LEON,Y,30.47201011,-84.29043393
3431,3137470,17,29,3,1,Regular,N,2148 MORRIS AVE,N/A,UNION,NJ,7083,UNION,Y,40.69738936,-74.27637469
3432,1926837,110,19,2,1,Regular,N,1511 E TUNNEL BLVD,N/A,HOUMA,LA,70363,TERREBONNE,N,29.58795864,-90.70370626
3433,1438111,102,4,4,1,Regular,N,2560 W GOLF RD,N/A,HOFFMAN ESTATES,IL,60169,COOK,Y,42.04728926,-88.1426109
3437,1524354,300,25,4,1,Regular,N,1010 E IRELAND RD,N/A,SOUTH BEND,IN,46614,ST JOSEPH,Y,41.629099,-86.234999
3438,3366172,167,7,3,1,Regular,N,1202 PINE AVE,N/A,NIAGARA FALLS,NY,14301,NIAGARA,N,43.094899,-79.048199
3440,1919440,177,19,2,1,Regular,Y,2880 HIGHWAY 190,N/A,MANDEVILLE,LA,70471,SAINT TAMMANY,Y,30.38923065,-90.08041857
3441,4549931,242,1,2,1,Regular,N,1710 FRY RD,N/A,HOUSTON,TX,77084,HARRIS,Y,29.790146,-95.71869
3442,1531703,190,25,4,1,Regular,N,7506 N SHADELAND AVE,N/A,INDIANAPOLIS,IN,46250,MARION,N,39.89114776,-86.04671862
3444,4549385,31,1,2,1,Regular,N,11107 MARKET STREET RD,N/A,JACINTO CITY,TX,77029,HARRIS,N,29.76813657,-95.23337266
3445,578041,56,11,1,1,Regular,N,2799 S WHITE RD,N/A,SAN JOSE,CA,95148,SANTA CLARA,N,37.32558924,-121.7979063
3446,563901,56,11,1,1,Regular,N,575 N SANBORN RD,N/A,SALINAS,CA,93905,MONTEREY,N,36.68201212,-121.623158
3447,321668,188,5,1,1,Regular,N,12965 N ORACLE RD,N/A,ORO VALLEY,AZ,85739,PIMA,Y,32.44132264,-110.9361933
3448,5123853,39,12,4,1,Regular,Y,11270 N PORT WASHINGTON RD,N/A,MEQUON,WI,53092,OZAUKEE,N,43.22307279,-87.92344031
3449,4564402,20,1,2,1,Regular,N,12025 HUFFMEISTER RD,N/A,CYPRESS,TX,77429,HARRIS,N,29.947884,-95.629399
3451,4429379,35,27,4,1,Regular,N,5429 NOLENSVILLE PIKE,N/A,NASHVILLE,TN,37211,DAVIDSON,N,36.050735,-86.71483
3452,2518275,177,19,2,1,Regular,N,2 PASS RD,N/A,GULFPORT,MS,39507,HARRISON,N,30.39425215,-89.04480354
3455,1000467,22,6,2,1,Regular,N,2501 BROADWAY,N/A,RIVIERA BEACH,FL,33404,PALM BEACH,Y,26.78313063,-80.05538161
3457,3308132,291,16,3,1,Regular,N,393 FRONT ST,N/A,HEMPSTEAD,NY,11550,NASSAU,Y,40.707399,-73.619899
3459,1000520,198,3,2,1,Regular,Y,2115 E HILLSBOROUGH AVE,N/A,TAMPA,FL,33610,HILLSBOROUGH,Y,27.99553615,-82.43544971
3460,1077052,170,28,2,1,Regular,N,13502 S APOPKA VINELAND RD,N/A,ORLANDO,FL,32821,ORANGE,Y,28.36997259,-81.50399079
3461,1078232,170,28,2,1,Regular,N,7650 W SAND LAKE RD,N/A,ORLANDO,FL,32819,ORANGE,Y,28.44938298,-81.4874463
3463,321911,188,5,1,1,Regular,N,1415 W RIVER RD,N/A,TUCSON,AZ,85704,PIMA,N,32.29672559,-110.9958835
3464,303191,12,5,1,1,Regular,Y,3402 N CENTRAL AVE,N/A,PHOENIX,AZ,85012,MARICOPA,Y,33.48787203,-112.0745202
3465,4400278,218,27,4,1,Regular,N,3489 RAMILL RD,N/A,MEMPHIS,TN,38128,SHELBY,N,35.22033627,-89.92827574
3466,1531878,123,25,4,1,Regular,N,128 W 14TH ST,N/A,ANDERSON,IN,46016,MADISON,N,40.10238387,-85.68134211
3467,2810112,46,21,4,1,Regular,N,1515 W 2ND ST,N/A,GRAND ISLAND,NE,68801,HALL,Y,40.917599,-98.356499
3468,4105816,154,8,3,1,Regular,N,100 BROAD ST,N/A,PAWTUCKET,RI,2860,PROVIDENCE,Y,41.879199,-71.386799
3469,2235732,154,8,3,1,Regular,N,369 PLYMOUTH AVE,N/A,FALL RIVER,MA,2721,BRISTOL,Y,41.6960745,-71.15202829
3470,3331460,291,16,3,1,Regular,N,984 NEW YORK AVE,N/A,HUNTINGTON STATION,NY,11746,SUFFOLK,N,40.858059,-73.413059
3471,1048102,100,3,2,1,Regular,N,1604 S MISSOURI AVE,N/A,CLEARWATER,FL,33756,PINELLAS,N,27.93847431,-82.78813031
3472,1075248,33,28,2,1,Regular,N,1109 PALM COAST PKWY SW,N/A,PALM COAST,FL,32137,FLAGLER,Y,29.5529281,-81.23161581
3473,4421272,36,27,4,1,Regular,Y,1863 UNION AVE,N/A,MEMPHIS,TN,38104,SHELBY,Y,35.135099,-89.999599
3475,518235,168,11,1,1,Regular,N,25 POINT LOBOS AVE,N/A,SAN FRANCISCO,CA,94121,SAN FRANCISCO,N,37.77944405,-122.5035574
3476,537552,210,22,1,1,Regular,N,100 W WALNUT AVE,N/A,VISALIA,CA,93277,TULARE,Y,36.31332109,-119.2926038
3477,313952,255,5,1,1,Regular,N,204 E BELL RD,N/A,PHOENIX,AZ,85022,MARICOPA,Y,33.640599,-112.069299
3486,1532426,135,25,4,1,Regular,N,1300 WABASH AVE,N/A,TERRE HAUTE,IN,47807,VIGO,Y,39.467999,-87.397099
3487,1076771,22,6,2,1,Regular,N,4475 MELALEUCA LN,N/A,LAKE WORTH,FL,33461,PALM BEACH,N,26.60785119,-80.11349878
3488,1532286,34,25,4,1,Regular,Y,934 SPRING ST,# 940,JEFFERSONVILLE,IN,47130,CLARK,Y,38.27904419,-85.74553226
3489,614203,42,26,1,1,Regular,N,9390 S UNIVERSITY BLVD,N/A,HIGHLANDS RANCH,CO,80126,DOUGLAS,N,39.5457816,-104.944832
3491,4105549,154,8,3,1,Regular,N,1763 BROAD ST,N/A,CRANSTON,RI,2905,PROVIDENCE,N,41.777499,-71.401399
3492,1065285,33,28,2,1,Regular,N,2935 GARDEN ST,N/A,TITUSVILLE,FL,32796,BREVARD,N,28.6156361,-80.84062678
3493,1078612,156,6,2,1,Regular,N,9498 NW 7TH AVE,N/A,MIAMI,FL,33150,MIAMI-DADE,N,25.861699,-80.209999
3495,3974614,224,29,3,1,Regular,N,2979 LINDEN ST,N/A,BETHLEHEM,PA,18017,NORTHAMPTON,N,40.656699,-75.355999
3496,2226783,107,8,3,1,Regular,N,317 FERRY ST,N/A,EVERETT,MA,2149,MIDDLESEX,Y,42.41494753,-71.04668047
3497,5120415,268,12,4,1,Regular,N,1819 S HASTINGS WAY,N/A,EAU CLAIRE,WI,54701,EAU CLAIRE,Y,44.800299,-91.468299
3498,5115034,268,12,4,1,Regular,N,900 WEST AVE S,N/A,LA CROSSE,WI,54601,LA CROSSE,Y,43.80221023,-91.24000042
3499,600266,204,26,1,1,Regular,N,11602 W 64TH AVE,N/A,ARVADA,CO,80004,JEFFERSON,N,39.81222715,-105.1289567
3500,614974,42,26,1,1,Regular,N,950 S QUEBEC ST,N/A,DENVER,CO,80247,DENVER,N,39.69888518,-104.9028734
3501,1440724,122,20,4,1,Regular,N,2140 N PEORIA RD,N/A,SPRINGFIELD,IL,62702,SANGAMON,N,39.830599,-89.636099
3502,1517917,123,25,4,1,Regular,N,907 LINCOLN HWY W,N/A,NEW HAVEN,IN,46774,ALLEN,N,41.069499,-85.043399
3504,4594051,165,1,2,1,Regular,N,6393 BABCOCK RD,N/A,SAN ANTONIO,TX,78240,BEXAR,N,29.543866,-98.613943
3505,4556075,165,1,2,1,Regular,N,6635 BANDERA RD,N/A,SAN ANTONIO,TX,78238,BEXAR,N,29.495427,-98.617844
3506,4594708,18,1,2,1,Regular,N,6363 RITTIMAN RD,N/A,SAN ANTONIO,TX,78218,BEXAR,N,29.480599,-98.360199
3507,4500965,16,1,2,1,Regular,N,2126 NALL ST,N/A,PORT NECHES,TX,77651,JEFFERSON,N,29.981133,-93.96273
3508,2226959,107,8,3,1,Regular,N,572 MAIN ST,N/A,WAKEFIELD,MA,1880,MIDDLESEX,N,42.49866265,-71.06828954
3509,5122318,38,12,4,1,Regular,N,620 W OKLAHOMA AVE,N/A,MILWAUKEE,WI,53215,MILWAUKEE,N,42.988299,-87.919399
3510,614190,204,26,1,1,Regular,N,7496 S SIMMS ST,N/A,LITTLETON,CO,80127,JEFFERSON,N,39.58128844,-105.1283609
3512,1457185,246,4,4,1,Regular,N,1711 W CAMPBELL ST,N/A,ARLINGTON HEIGHTS,IL,60005,COOK,N,42.08190984,-88.00428685
3514,4924468,189,2,1,1,Regular,N,9505 BRIDGEPORT WAY SW,N/A,LAKEWOOD,WA,98499,PIERCE,Y,47.1716274,-122.5176655
3515,4925585,143,2,1,1,Regular,N,8701 GREENWOOD AVE N,N/A,SEATTLE,WA,98103,KING,N,47.69274792,-122.3556756
3518,4924557,266,2,1,1,Regular,N,25605 104TH AVE SE,N/A,KENT,WA,98030,KING,Y,47.37212723,-122.2034638
3519,4924420,189,2,1,1,Regular,N,4315 6TH AVE,N/A,TACOMA,WA,98406,PIERCE,Y,47.25571562,-122.4954671
3520,3005697,325,8,3,1,Regular,N,104 S MAIN ST,N/A,ROCHESTER,NH,3867,STRAFFORD,Y,43.30113023,-70.97182322
3523,716704,125,16,3,1,Regular,N,75 MAIN ST,# 83,DANBURY,CT,6810,FAIRFIELD,Y,41.39096956,-73.44773829
3524,1531715,190,25,4,1,Regular,Y,2400 BEAM RD,N/A,COLUMBUS,IN,47203,BARTHOLOMEW,Y,39.22219924,-85.88879065
3525,1000253,21,6,2,1,Regular,N,6817 TAFT ST,N/A,HOLLYWOOD,FL,33024,BROWARD,Y,26.02495086,-80.22460477
3527,1077456,156,6,2,1,Regular,N,567 NE 125TH ST,N/A,NORTH MIAMI,FL,33161,MIAMI-DADE,N,25.89056998,-80.18680606
3530,1505520,275,25,4,1,Regular,N,505 COLLEGE AVE,N/A,VINCENNES,IN,47591,KNOX,Y,38.68205867,-87.5210578
3531,321721,157,5,1,1,Regular,N,4949 W CHANDLER BLVD,N/A,CHANDLER,AZ,85226,MARICOPA,N,33.30479598,-111.9279773
3534,3720009,228,14,1,1,Regular,N,4704 S ELM PL,N/A,BROKEN ARROW,OK,74011,TULSA,N,36.00336162,-95.7980631
3535,4429381,267,27,4,1,Regular,N,2289 GUNBARREL RD,N/A,CHATTANOOGA,TN,37421,HAMILTON,Y,35.040099,-85.150199
3536,4431716,267,27,4,1,Regular,N,5478 HIGHWAY 153,N/A,HIXSON,TN,37343,HAMILTON,Y,35.1416717,-85.24818638
3537,4429444,267,27,4,1,Regular,N,5301 RINGGOLD RD,N/A,EAST RIDGE,TN,37412,HAMILTON,Y,34.995699,-85.234999
3538,4429367,267,27,4,1,Regular,N,3605 BRAINERD RD,N/A,CHATTANOOGA,TN,37411,HAMILTON,N,35.024399,-85.246199
3539,1402596,173,10,4,1,Regular,Y,11 E 75TH ST,N/A,CHICAGO,IL,60619,COOK,Y,41.75713527,-87.6242235
3542,4594037,104,5,1,1,Regular,N,1607 N ZARAGOZA RD,N/A,EL PASO,TX,79936,EL PASO,N,31.742799,-106.286999
3543,321517,205,5,1,1,Regular,N,755 E MAIN ST,N/A,MESA,AZ,85203,MARICOPA,N,33.414699,-111.813799
3544,1076923,33,28,2,1,Regular,N,790 W GRANADA BLVD,N/A,ORMOND BEACH,FL,32174,VOLUSIA,Y,29.27770122,-81.08242399
3546,1046792,114,6,2,1,Regular,N,11079 S MILITARY TRL,N/A,BOYNTON BEACH,FL,33436,PALM BEACH,Y,26.511992,-80.12388308
3548,2236621,107,8,3,1,Regular,N,225 MAIN ST,N/A,STONEHAM,MA,2180,MIDDLESEX,N,42.486699,-71.100499
3549,3137393,240,29,3,1,Regular,N,630 CHEWS LANDING RD,N/A,LINDENWOLD,NJ,8021,CAMDEN,N,39.811575,-75.018059
3554,1077608,170,28,2,1,Regular,N,6651 OLD WINTER GARDEN RD,N/A,ORLANDO,FL,32835,ORANGE,N,28.53941003,-81.47544306
3555,1075577,100,3,2,1,Regular,N,1880 N BELCHER RD,N/A,CLEARWATER,FL,33765,PINELLAS,N,27.98936177,-82.74651693
3556,1076202,100,3,2,1,Regular,N,10121 SEMINOLE BLVD,N/A,SEMINOLE,FL,33772,PINELLAS,N,27.86485481,-82.78657013
3557,1933488,110,19,2,1,Regular,N,5501 CROWDER BLVD,N/A,NEW ORLEANS,LA,70127,ORLEANS,N,30.02701003,-89.99055426
3558,1926623,110,19,2,1,Regular,N,6201 ELYSIAN FIELDS AVE,N/A,NEW ORLEANS,LA,70122,ORLEANS,N,30.021899,-90.060599
3559,1407697,54,12,4,1,Regular,N,2506 E LINCOLNWAY,N/A,STERLING,IL,61081,WHITESIDE,N,41.802099,-89.667699
3560,547488,213,17,1,2,Walgreen Pharmacy,N,1201 E YORBA LINDA BLVD,N/A,PLACENTIA,CA,92870,ORANGE,N,33.888559,-117.841462
3562,4553219,165,1,2,1,Regular,N,9080 MARBACH RD,N/A,SAN ANTONIO,TX,78245,BEXAR,N,29.4175969,-98.66343913
3563,4594695,165,1,2,1,Regular,N,7103 MARBACH RD,N/A,SAN ANTONIO,TX,78227,BEXAR,N,29.418099,-98.630299
3564,2236722,287,8,3,1,Regular,N,99 HARVARD ST,N/A,BROOKLINE,MA,2446,NORFOLK,N,42.33634111,-71.12064064
3565,1041615,23,6,2,1,Regular,N,18590 S DIXIE HWY,N/A,CUTLER BAY,FL,33157,MIAMI-DADE,Y,25.59646591,-80.35563196
3566,1080821,175,6,2,1,Regular,N,4451 W 12TH AVE,N/A,HIALEAH,FL,33012,MIAMI-DADE,N,25.86231501,-80.30625998
3567,5114246,131,12,4,1,Regular,N,1021 SUMMIT AVE,N/A,OCONOMOWOC,WI,53066,WAUKESHA,Y,43.09625255,-88.48213892
3569,3973270,224,29,3,1,Regular,N,4001 KENSINGTON AVE,N/A,PHILADELPHIA,PA,19124,PHILADELPHIA,N,40.006988,-75.093608
3570,4594671,104,5,1,1,Regular,N,890 N RESLER DR,N/A,EL PASO,TX,79912,EL PASO,Y,31.85813,-106.55564
